id,url,error_message,timestamp164,https://99designs.com/blog/web-digital/website-usability-principles/,Failed after 3 attempts,2024-07-22T22:47:51.266Z
2,https://adam.chlipala.net/cpdt/,Failed after 3 attempts,2024-07-22T22:48:05.404Z
208,https://app.buzzsumo.com/content/web,Failed after 3 attempts,2024-07-22T22:51:32.608Z
9,https://apps.workflower.fi/vocabs/css/en,Failed after 3 attempts,2024-07-22T22:51:46.101Z
225,https://atelierul.digital/,Failed after 3 attempts,2024-07-22T22:51:52.432Z
253,https://blog.stephenmarz.com/2021/02/22/writing-pong-in-rust/,Failed after 3 attempts,2024-07-22T22:52:00.566Z
260,https://books.google.ro/books/about/Mastering_Bitcoin.html?id=tponDwAAQBAJ\&printsec=frontcover\&source=kp_read_button\&hl=en\&redir_esc=y\#v=onepage\&q\&f=false,Failed after 3 attempts,2024-07-22T22:52:08.074Z
261,https://boris-marinov.github.io/category-theory-illustrated/,Failed after 3 attempts,2024-07-22T22:52:14.499Z
265,https://browsershots.org/,Failed after 3 attempts,2024-07-22T22:52:21.279Z
280,"https://chrome.google.com/webstore/detail/dom-monster/hlimphkgopfdlelabkioalhfjfblnclk\#:\~:text=DOM%20Monster%20is%20a%20bookmarklet,you%20its%20bill%20of%20health.\&text=DOM%20Monster%20is%20a%20cross,you%20its%20bill%20of%20health.",Failed after 3 attempts,2024-07-22T22:52:28.174Z
20,https://codepen.io/honglio/pen/FKyxG,Failed after 3 attempts,2024-07-22T22:52:34.304Z
21,https://coding-geek.com/how-databases-work/,Failed after 3 attempts,2024-07-22T22:54:37.911Z
23,https://conqueringthecommandline.com/book,Failed after 3 attempts,2024-07-22T22:54:44.183Z
325,https://courses.csail.mit.edu/6.042/spring17/mcs.pdf,Failed after 3 attempts,2024-07-22T22:54:51.995Z
326,https://courses.learnvue.co/p/build-along-vue3-time-blocking-app/,Failed after 3 attempts,2024-07-22T22:54:58.749Z
334,https://creativemarket.com/blog/10-design-ted-talks-you-should-watch,Failed after 3 attempts,2024-07-22T22:55:05.090Z
26,https://csgordon.github.io/books.html,Failed after 3 attempts,2024-07-22T22:55:11.600Z
363,https://cursuri-it.ejobs.ro/,Failed after 3 attempts,2024-07-22T22:55:18.004Z
364,https://cursuri-it.ejobs.ro/cursuri/tester/tester-qa/,Failed after 3 attempts,2024-07-22T22:55:24.152Z
365,https://cxl.com/playbooks/,Failed after 3 attempts,2024-07-22T22:55:30.533Z
32,https://diveintohtml5.info/table-of-contents.html,Failed after 3 attempts,2024-07-22T22:55:42.189Z
37,https://euclid.trentu.ca/math/sb/pcml/pcml-16.pdf,Failed after 3 attempts,2024-07-22T22:56:13.081Z
467,https://event.2performant.com/events/click?ad_type=quicklink\&aff_code=304c4ab32\&unique=7b88fe442\&redirect_to=https%253A//www.books-express.ro/influence-new-and-expanded/p/vsc%252C9780062937650,Failed after 3 attempts,2024-07-22T22:56:19.342Z
468,https://event.2performant.com/events/click?ad_type=quicklink\&aff_code=304c4ab32\&unique=7b88fe442\&redirect_to=https%253A//www.books-express.ro/ogilvy-d-ogilvy-on-advertising/p/kjsa%252C9781853756153,Failed after 3 attempts,2024-07-22T22:56:25.566Z
480,https://filezilla-project.org/download.php?type=client,Failed after 3 attempts,2024-07-22T22:57:01.055Z
498,https://freecarrierlookup.com/,Failed after 3 attempts,2024-07-22T22:57:07.467Z
530,https://github.com/JeckyOH/e-books-oh/blob/master/%5BAddison-Wesley%20Professional%5D%20TCP%20IP%20Illustrated%20Volume%202%20The%20Implementation.pdf,Failed after 3 attempts,2024-07-22T22:57:14.163Z
547,https://github.com/cjbt/Free-Algorithm-Books/tree/master,Failed after 3 attempts,2024-07-22T22:57:20.890Z
599,https://github.com/salem53/OCP-JAVA-11/blob/master/OCP%20Oracle%20Certified%20Professional%20Java%20SE%2011%20Developer%20Complete%20Study%20Guide%20Exam%201Z0-815%2C%20Exam%201Z0-816%20and%20Exam%201Z0-817%20by%20Jeanne%20Boyarsky%2C%20Scott%20Selikoff%20(z-lib.org,Failed after 3 attempts,2024-07-22T22:57:33.328Z
655,https://helpx.adobe.com/ro/premiere-pro/view-all-tutorials.html,Failed after 3 attempts,2024-07-22T23:01:16.148Z
674,https://infoarena.ro/,Failed after 3 attempts,2024-07-22T23:01:22.454Z
675,https://infoarena.ro/arhiva-educationala,Failed after 3 attempts,2024-07-22T23:01:28.632Z
676,https://infoarena.ro/downloads,Failed after 3 attempts,2024-07-22T23:01:34.820Z
707,https://khan.github.io/tota11y/,Failed after 3 attempts,2024-07-22T23:01:41.256Z
711,https://lab.github.com/githubtraining/introduction-to-github,Failed after 3 attempts,2024-07-22T23:01:47.721Z
716,https://laracasts.com/,Failed after 3 attempts,2024-07-22T23:01:53.982Z
717,https://laracasts.com/series/learn-vue-2-step-by-step,Failed after 3 attempts,2024-07-22T23:02:00.092Z
723,https://layoutflow.com/,Failed after 3 attempts,2024-07-22T23:02:08.381Z
742,https://learnopengl.com/,Failed after 3 attempts,2024-07-22T23:02:16.625Z
749,https://leetcode.com/,Failed after 3 attempts,2024-07-22T23:02:22.890Z
750,https://leetcode.com/discuss/general-discussion/460599/blind-75-leetcode-questions,Failed after 3 attempts,2024-07-22T23:02:29.016Z
767,https://machinelearningmastery.com/,Failed after 3 attempts,2024-07-22T23:02:35.256Z
781,https://media.defense.gov/2021/Aug/03/2002820425/-1/-1/0/CTR_Kubernetes_Hardening_Guidance_1.1_20220315.PDF,Failed after 3 attempts,2024-07-22T23:02:47.469Z
795,https://mobbin.design/browse/ios/apps,Failed after 3 attempts,2024-07-22T23:02:56.325Z
797,https://modernc.gforge.inria.fr/,Failed after 3 attempts,2024-07-22T23:04:06.208Z
809,https://neilpatel.com/ubersuggest/,Failed after 3 attempts,2024-07-22T23:04:12.350Z
